Nom_Commercial,DCI,Dosage,Prix_DZD
SUNADIL,SULPIRIDE,"0,5G/100ML",0.0
SULPIMEX,SULPIRIDE,"25MG/5ML
(0,5G/100ML)",0.0
SUPRIL,SULPIRIDE,"25MG/5ML
(0,5G/100ML)",0.0
SULPIRED,SULPIRIDE,25MG/5ML,0.0
SULPUREN,SULPIRIDE,"25MG/5ML (OU
0,5%)",0.0
DOGMATIL SANS SUCRE,SULPIRIDE,"25MG/5ML OU
0,5%",0.0
SYNEDIL Gé,SULPIRIDE,25MG/5ML,0.0
SULRID,SULPIRIDE,"0,5G/100ML",0.0
PROLINATE,FLUPHENAZINE DECANOATE,25MG/ML,0.0
HALDOL,HALOPERIDOL,5MG/ML,0.0
HALLUDOL,HALOPERIDOL,5MG/ML,0.0
SENORM 5,HALOPERIDOL,5MG/ML,0.0
HADOL,HALOPERIDOL,2MG/ML,0.0
HALOPERIDOL BGL,HALOPERIDOL,2MG/ML,0.0
VILBAR,HALOPERIDOL,2MG/ML,0.0
HOLIT FORT,HALOPERIDOL,2MG/ML,0.0
ISOPERIDOL,HALOPERIDOL,2MG/ML,0.0
HALDOMEX,HALOPERIDOL,2MG/ML,0.0
HALOL,HALOPERIDOL,2MG/ML,0.0
HALOPERIDOL,HALOPERIDOL,"2MG/ML OU 0,2%",0.0
HALLUDOL,HALOPERIDOL,2MG/ML,0.0
NEURALDOL,HALOPERIDOL,2MG/ML,0.0
"HALOPERIDOL
GENERICLAB",HALOPERIDOL,"2MG/ML (OU
0,2%)",0.0
DISTENSOL,HALOPERIDOL,5MG,0.0
RISPERIDONE BEKER,RISPERIDONE,1MG,0.0
RISPERIDONE BGL,RISPERIDONE,1MG,0.0
RISPAL,RISPERIDONE,1MG,0.0
RIPERAL,RISPERIDONE,1MG,0.0
RESPIROX,RISPERIDONE,1MG,0.0
RISPERNAD,RISPERIDONE,1MG,0.0
RISPEED,RISPERIDONE,1MG,0.0
RIPSYZEN,RISPERIDONE,1MG,0.0
RISPERIDONE BEKER,RISPERIDONE,2MG,0.0
RISPERIDONE BGL,RISPERIDONE,2MG,0.0
RISPAL,RISPERIDONE,2MG,0.0
RIPERAL,RISPERIDONE,2MG,0.0
RESPIROX,RISPERIDONE,2MG,0.0
RISPERNAD,RISPERIDONE,2MG,0.0
RIPSYZEN,RISPERIDONE,2MG,0.0
RISPED,RISPERIDONE,2MG,0.0
RISPERIDONE BEKER,RISPERIDONE,4MG,0.0
RISPERIDONE BGL,RISPERIDONE,4MG,0.0
RISPAL,RISPERIDONE,4MG,0.0
RIPERAL,RISPERIDONE,4MG,0.0
RESPIROX,RISPERIDONE,4MG,0.0
RISPERNAD,RISPERIDONE,4MG,0.0
RISPEED,RISPERIDONE,4MG,0.0
RIPSYZEN,RISPERIDONE,4MG,0.0
RISPERIDONE BGL,RISPERIDONE,1MG/ML,0.0
RESDONE,RISPERIDONE,1MG/ML,0.0
RISPERDAL,RISPERIDONE,1MG/ML,0.0
RIPERAL,RISPERIDONE,1MG/ML,0.0
MISULAR,AMISULPRIDE,200 MG,0.0
"AMISULPRIDE
BEKER",AMISULPRIDE,200MG,0.0
SUPRIMIDE,AMISULPRIDE,200MG,0.0
AMISULPRIDE LDM,AMISULPRIDE,200MG,0.0
SOLIAN,AMISULPRIDE,200MG,0.0
OLANZA,OLANZAPINE,5MG,0.0
LANZAPREX,OLANZAPINE,5MG,0.0
ZOLAMPINE,OLANZAPINE,5MG,0.0
LANZAPREX,OLANZAPINE,10MG,0.0
VAINCOR 10MG,OLANZAPINE,10MG,0.0
OLANZEX,OLANZAPINE,10MG,0.0
OLANZAPINE MM,OLANZAPINE,10MG,0.0
OLANZAPINE NAD,OLANZAPINE,10MG,0.0
ZOLAMPINE,OLANZAPINE,10MG,0.0
OLZANID,OLANZAPINE,10MG,0.0
OLANZA,OLANZAPINE,10MG,0.0
OLANZA ORO,OLANZAPINE,10MG,0.0
OLANZOMAX,OLANZAPINE,10MG,0.0
PSYCHOLANZ ODT,OLANZAPINE,10MG,0.0
LANZAPREX,OLANZAPINE,10MG,0.0
SCHIZOPIN,OLANZAPINE,10MG,0.0
NOVAPREXA,OLANZAPINE,10mg,0.0
OLPREXA,OLANZAPINE,10MG,0.0
ZOLAMPINE,OLANZAPINE,10MG,0.0
"ARIPIPRAZOLE
BEKER",ARIPIPRAZOLE,10MG,0.0
ZOLIFY,ARIPIPRAZOLE,10MG,0.0
ABILIZOLE,ARIPIPRAZOLE,10MG,0.0
ARINIA,ARIPIPRAZOLE,10MG,0.0
"ARIPIPRAZOLE
LDM",ARIPIPRAZOLE,10MG,0.0
ABILIFY,ARIPIPRAZOLE,10MG,0.0
ARIPIPRAZOLE BEKER,ARIPIPRAZOLE,15MG,0.0
ZOLIFY,ARIPIPRAZOLE,15MG,0.0
ARINIA,ARIPIPRAZOLE,15MG,0.0
ARIPIPRAZOLE LDM,ARIPIPRAZOLE,15MG,0.0
ABILIFY,ARIPIPRAZOLE,15MG,0.0
ABILIZOLE,ARIPIPRAZOLE,15MG,0.0
STRATTERA,"ATOMOXETINE CHLORHYDRATE EXPRIME EN
ATOMOXETINE","10MG** (ATOMOXETINE HYDROCHLORIDE
11,43MG)",0.0
STRATTERA,"ATOMOXETINE CHLORHYDRATE EXPRIME EN
ATOMOXETINE","18MG** (ATOMOXETINE HYDROCHLORIDE
20,57MG)",0.0
STRATTERA,"ATOMOXETINE CHLORHYDRATE EXPRIME EN
ATOMOXETINE","25MG** (ATOMOXETINE HYDROCHLORIDE
28,57MG)",0.0
STRATTERA,"ATOMOXETINE CHLORHYDRATE EXPRIME EN
ATOMOXETINE","40MG** (ATOMOXETINE HYDROCHLORIDE
45,71MG)",0.0
STRATTERA,"ATOMOXETINE CHLORHYDRATE EXPRIME EN
ATOMOXETINE","60MG** (ATOMOXETINE HYDROCHLORIDE
68,56MG)",0.0
"RISPERDAL
CONSTA LP",RISPERIDONE,"12,5MG/ML",0.0
"RISPERDAL CONSTA LP 37,5MG/2ML",RISPERIDONE,"18,75MG/ML",0.0
RISPERDAL CONSTA LP 50MG/2ML,RISPERIDONE,25MG/ML,0.0
RISPERONE,RISPERIDONE,3MG,0.0
VENEXOR,VENLAFAXINE**  (SOUS FORME DE VENLAFAXINE CHLORHYDRATE),"37,5MG**",0.0
VENEXOR,"VENLAFAXINE**  (SOUS
FORME DE",75MG**,0.0
HALDOL DECANOAS,"HALOPERIDOL** (SOUS FORME DE DECANOATE
)",50MG/ML**,0.0
LOXAPAC,"LOXAPINE SUCCINATE
EXPRIME EN LOXAPINE",100MG,0.0
PSYDAL ODT,RISPERIDONE,1MG,0.0
"RISPERIDONE
BEKER ORO",RISPERIDONE,2MG,0.0
PSYDAL ODT,RISPERIDONE,2MG,0.0
RISPERIDONE BEKER ORO,RISPERIDONE,4MG,0.0
PSYDAL ODT,RISPERIDONE,4MG,0.0
LOXAPAC,LOXAPINE SUCCINATE EXPRIME EN LOXAPINE,25MG**,0.0
SEROQUEL,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",25MG,0.0
SELOPRESS,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",25MG,0.0
SEROQUEL,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",100MG,0.0
SELOPRESS,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,100MG,0.0
SEROQUEL,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",200MG,0.0
SELOPRESS,"QUETIAPINE FUMARATE
EXPRIME EN QUETIAPINE",200MG,0.0
PINAQUINE,"QUETIAPINE FUMARATE
EXPRIME EN QUETIAPINE",200MG,0.0
Q-PINE ALEMBIC MAMI,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",300MG,0.0
SEROQUEL,"QUETIAPINE FUMARATE
EXPRIME EN QUETIAPINE",300MG,0.0
SELOPRESS,"QUETIAPINE FUMARATE
EXPRIME EN",300MG,0.0
OLANZA ORO,OLANZAPINE,5MG,0.0
OLANZA ORO,OLANZAPINE,5MG,0.0
OLANZOMAX,OLANZAPINE,5MG,0.0
AMISULPRIDE BEKER,AMISULPRIDE,400MG,0.0
SUPRIMIDE,AMISULPRIDE,400MG,0.0
SOLIAN,AMISULPRIDE,400MG,0.0
ARIPIPRAZOLE BEKER,ARIPIPRAZOLE,20MG,0.0
ZOLIFY,ARIPIPRAZOLE,20MG,0.0
Q-PINE ALEMBIC MAMI,QUETIAPINE FUMARATE EXPRIME EN QUETIAPINE,50MG,0.0
PINAQUINE,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",50MG,0.0
QUETAL LP,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",200MG,0.0
PINAQUINE LP,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",200MG,0.0
QUETAL LP,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",50 MG,0.0
QUETAL LP,"QUETIAPINE FUMARATE EXPRIME EN
QUETIAPINE",150 MG,0.0
QUETAL LP,QUETIPINE FUMARATE EXPRIME EN QUETIAPINE,300 MG,0.0
ABILIZOLE,ARIPIPRAZOLE,10 MG,0.0
ABILIZOLE,ARIPIPRAZOLE,15 MG,0.0
NICOPATCH,NICOTINE,"17,5MG/DISPOSIT
IF DE 10CM2 (27MG/24H)",0.0
NICOPATCH,NICOTINE,35MG/DISPOSITIF DE 20CM2 (14MG/24H),0.0
NICOPATCH,NICOTINE,"52,5MG/DISPOSIT
2",0.0
CALCIBRONAT,"CALCIUM
BROMOGALACTOGLUCO NATE",2G,0.0
ANESTOCIL,OXYBUPROCAINE,"0,4% (4mg/ml)",0.0
CEBESINE,OXYBUPROCAINE,"0,4%",0.0
APICROM,CROMOGLYCATE DE SODIUM,2%,0.0
CRODIUM,CROMOGLYCATE DE SODIUM,2%,0.0
EPICO,"CROMOGLYCATE DE
SODIUM",2%,0.0
CROMEDIL 2%,"CROMOGLYCATE DE
SODIUM",2%,0.0
DADCROME,CROMOGLYCATE DE SODIUM,2%,0.0
CROMOGLYCATE DE SODIUM,CROMOGLYCATE DE SODIUM,2%,0.0
UNICROM,"CROMOGLYCATE DE
SODIUM",2%,0.0
NAABAK,"ACIDE N-ACETYL ASPARTYL GLUTAMIQUE (SOUS FORME SEL DE
SODIUM)**","4,9G/100ML",0.0
NAAXIA,"ACIDE N-ACETYL
ASPARTYL GLUTAMIQUE","4,9G/100ML**",0.0
LEVOPHTA,LEVOCABASTINE,0.05%,0.0
OPHTAZOLIN,"ANTAZOLINE  (SULFATE)
/ NAPHAZOLINE (NITRATE)","5MG/0,25MG/ML",0.0
ALMIDE,LODOXAMIDE,"0,1%",0.0
OPATANOL,OLOPATADINE**(SOUS FORME DE CHLORHYDRATE),"1MG/ML** (OU
5MG/5ML)",0.0
ZALERG,"KETOTIFENE
HYDROGENOFUMARATE","0,25MG/ML",0.0
BETOPTIC,BETAXOLOL CHLORHYDRATE,0.5%,0.0
BERTOCIL,"BETAXOLOL
CHLORHYDRATE","( 5MG/ML) 0,5%",0.0
CARTEOL,CARTEOLOL,1%,0.0
APICARPIN,PILOCARPINE,1%,0.0
PILO 1,PILOCARPINE (NITRATE),1%,0.0
APICARPIN,PILOCARPINE,2%,0.0
TIMOLOL,TIMOLOL,0.25%,0.0
CROMOLOL,TIMOLOL,0.25%,0.0
OPHTAMOLOL,"TIMOLOL MALEATE
EXPRIME EN TIMOLOL",0.25%,0.0
TIMPTOL,TIMOLOL,0.25%,0.0
TUNOLOL,TIMOLOL,0.25%,0.0
TIMOLOL ALCON,TIMOLOL,0.50%,0.0
APIMOL,TIMOLOL MALEATE EXPRIME EN TIMOLOL,0.50%,0.0
TIMOLOL,TIMOLOL,0.50%,0.0
OPHTAMOLOL,"TIMOLOL MALEATE
EXPRIME EN TIMOLOL",0.50%,0.0
DIGAOL,TIMOLOL MALEATE EXPRIME EN TIMOLOL,0.50%,0.0
MEDYOL,"TIMOLOL MALEATE
EXPRIME EN TIMOLOL",0.50%,0.0
TIMOLOL,TIMOLOL,0.50%,0.0
TIMPTOL,TIMOLOL,0.50%,0.0
TUNOLOL,TIMOLOL,0.50%,0.0
CARTEOL,CARTEOLOL,2%,0.0
PILOLOL,PILOCARPINE / TIMOLOL,"1G/0,5G",0.0
ZOLAMIDE,"DORZOLAMIDE CHLORHYDRATE EXPRIME EN
DORZOLAMIDE",2% (20MG/ML),0.0
TRUSAMID,"DORZOLAMIDE CHLORHYDRATE EXPRIME EN
DORZOLAMIDE",2% (20MG/ML),0.0
TRUSOPT,"DORZOLAMIDE CHLORHYDRATE EXPRIME EN
DORZOLAMIDE",2% (20MG/ML),0.0
DORZAMIDE,"DORZOLAMIDE CHLORHYDRATE EXPRIME EN
DORZOLAMIDE",2% (20MG/ML),0.0
DORZAMED,"DORZOLAMIDE
CHLORHYDRATE",2% (20MG/ML),0.0
XOLA JAM,"DORZOLAMIDE
CHLORHYDRATE",2% (20MG/ML),0.0
ALZOR,"DORZOLAMIDE
CHLORHYDRATE",2% (20MG/ML),0.0
LATANEKS,LATANOPROST,50µG/ML,0.0
XALATAN,LATANOPROST,50µG/ML,0.0
LATAZ,LATANOPROST,"5(0,µ0G0/5M%)L
(0,005%)",0.0
LATASOPT,LATANOPROST,50µG/ML,0.0
TRAVATAN,TRAVOPROST,40µG/ML,0.0
AZOPT,BRINZOLAMIDE,10MG/ML,0.0
ZOLAMIDE +,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,20MG/5MG/ML,0.0
COSOTIMOL,DORZOLAMIDE CHLORHYDRATE EXPRIME EN DORZOLAMIDE / TIMOLOL MALEATE EXPRIME EN TIMOLOL,20MG/5MG/ML,0.0
XOLAMOL,"DORZOLAMIDE
CHLORHYDRATE",20MG/5MG/ML,0.0
COSOPT,"DORZOLAMIDE
CHLORHYDRATE",20MG/5MG/ML,0.0
DORZASOPT,"DORZOLAMIDE
CHLORHYDRATE EXPRIME EN",20MG/5MG/ML,0.0
CARTEOL LP,CARTEOLOL,1%,0.0
CARTEOL LP,CARTEOLOL,2%,0.0
XALACOM,"LATANOPROST /
TIMOLOL","50μG/5MG/ML
(0,005%/0,5%)",0.0
GELTIM LP,"TIMOLOL MALEATE
EXPRIME EN TIMOLOL",1MG/G,0.0
CEBENICOL,CHLORAMPHENICOL,0.4%,0.0
CROPHENICOL,CHLORAMPHENICOL,0.4%,0.0
CLOMYCINE,CHLORTETRACYCLINE,1%,0.0
BACICOLINE A LA BACTRACINE,"COLISTIMETHATE
SODIQUE / HYDROCORTISONE","25MUI/1G/50
000UI/ 1G/100ML",0.0
APIGEN,GENTAMICINE**,3MG/ML,0.0
GENTOCIL,"GENTAMICINE** (SOUS
FORME DE SULFATE)","3MG/ML (0,3%)",0.0
GENTADAR,"GENTAMICINE** (SOUS
FORME DE SULFATE)",3MG/ML**,0.0
GENTALEX,GENTAMICINE** (SOUS FORME DE SULFATE),3MG/ML,0.0
GENTAMYCINE,GENTAMICINE,3MG/ML,0.0
GENTICOL,GENTAMICINE,3MG/ML,0.0
UNIGENTA,"GENTAMICINE** (SOUS
FORME DE SULFATE)",3MG/ML,0.0
"GENTAMICINE CHAUVIN O,3%",GENTAMICINE (SOUS FORME DE SULFATE),0.3%,0.0
NEOMYC,NEOMYCINE SULFATE,"0,35%",0.0
NEO EYE,NEOMYCINE,"0,35%",0.0
OPHTAMYCIN,NEOMYCINE (SULFATE),"0,35%",0.0
NEOMYCINE UNIMED,NEOMYCINE SULFATE,"0,35%",0.0
NEOMYC,"NEOMYCINE (SOUS
FORME DE SULFATE)**",1%**,0.0
NEODRON,DEXAMETHASONE PHOSPHATE/ NEOMYCINE SULFATE EXPRIME EN NEOMYCINE,"1MG/3,5MG",0.0
NEODEX,DEXAMETHASONE / NEOMYCINE,"100MG/350000UI
/100ML",0.0
CHIBRO-CADRON,"DEXAMETHASONE /
NEOMYCINE","100MG/350000UI
/100ML",0.0
DEXAMEX,"DEXAMETHASONE
PHOSPHATE SODIQUE","100MG/350000UI
/100ML",0.0
NEOMIXIN,NEOMYCINE/POLYMYXI NE B,0.5%,0.0
CEBEMYXINE,NEOMYCINE/POLYMYXI NE B,3 400UI/10 000UI,0.0
NEOPOLI,"NEOMYCINE/POLYMYXI
NE B",0.5%,0.0
CRONOLONE-NEO,"NEOMYCINE
(SULFATE)** /","0,35 %** / 0,1
%**",0.0
APIFLOX,NORFLOXACINE,"0,3% (OU
3MG/ML)",0.0
CHIBROXINE,NORFLOXACINE,"0,3% (OU
3MG/ML)",0.0
FLOXAMED,NORFLOXACINE,"0,3% (3MG/ML)",0.0
"RIFAMYCINE
CHIBRET",RIFAMYCINE,"1 000 000
UI/100ML",0.0
"RIFAMYCINE
CHIBRET",RIFAMYCINE (SODIQUE),"1000 000UI/100G
(OU 1%)",0.0
CROSULCAF,"SULFACETAMIDE /
CHLORAMPHENICOL","10 % / 0,5%",0.0
FUCITHALMIC,ACIDE FUSIDIQUE,1%,0.0
ACIFUDAL,ACIDE FUSIDIQUE,1%,0.0
FRAKIDEX,"FRAMYCETINE /
DEXAMETHASONE","630.000UI/100M
G/100ML",0.0
STERDEX,DEXAMETHASONE/OXY TETRACYCLINE,"0,267MG/1,335M
G/RECIPIENT UNIDOSE",0.0
TOBREX,TOBRAMYCINE,300 000UI,0.0
FRAKIDEX,"FRAMYCETINE
/DEXAMETHASONE","315 000
UI/0,1G/100G",0.0
CEBEMYXINE,"NEOMYCINE /
POLYMYXINE B","340 000UI/1 000
000 UI /100G",0.0
CILOXAN,"CIPROFLOXACINE CHLORHYDRATE EXPRIME EN
CIPROFLOXACINE",0.3%,0.0
CIPRODAR,"CIPROFLOXACINE ** (SOUS FORME D' HDROCHLORIDE
MONOHYDRATE)","0,3%**",0.0
INDOBIOTIC,INDOMETACINE/GENTA MICINE,"5MG/15
000UI/5ML",0.0
OPHTAMESONE N,BETAMETHASONE SODIUM PHOSPHATE / NEOMYCINE SULFATE,1MG/5MG/ML,0.0
CILOXAN,CIPROFLOXACINE CHLORHYDRATE EXPRIME EN CIPROFLOXACINE,0.3%,0.0
GATIFLOXACINE GL,"GATIFLOXACINE**
(SOUS FORME DE GATIFLOXACINE","0,3% ( 3mg/ml)",0.0
TYMER,GATIFLOXACINE** (SOUS FORME DE GATIFLOXACINE SESQUIHYDRATE),"0,3%**",0.0
CORONOL,Ofloxacine,"0,3% ( 3mg/ml)",0.0
OPTIFLOX,Ofloxacine,0.3%,0.0
OPTIDEX-T,TOBRAMYCINE / DEXAMETHASONE,"0,3% / 0,1%",0.0
AZYTER,AZITHROMYCINE (SOUS FORME DIHYDRATEE)**,15MG/G**,0.0
OXYDEX,"OXYTETRACYCLINE
CHLORHYDRATE/","0,5%/0,1%",0.0
FLOXEDOL,Ofloxacine,"0,3% (3 MG/ML)",0.0
DACRYOSERUM,"ACIDE
BORIQUE/BORATE DE SODIUM","1,8%/1,2%",0.0
PROPIOSOD,"PROPIONATE DE
SODIUM",5%,0.0
VITABACT,PICLOXYDINE CHLORHYDRATE,0.05%,0.0
DESOMEDINE,"HEXAMIDINE (SOUS FORME DE DI-
ISETHIONATE)**","0,1%**",0.0
ACICLOSINA,ACICLOVIR,3% (OU 30MG/G),0.0
VIRGAN,GANCICLOVIR,"0,15%.",0.0
MAXIDROL,"DEXAMETHASONE / NEOMYCINE /
POLYMYXINE B","100MG/350
000UI/60 0000UI",0.0
DEXNEPOLY,"DEXAMETHASONE /
NEOMYCINE SULFATE /","0,1%/0,35%/6000
00UI/100ML",0.0
P.N.D.,"DEXAMETHASONE
PHOSPHATE SODIQUE EXPRIME EN","100MG/350000UI
/600000UI/100M L",0.0
HYDROCORT,HYDROCORTISONE,1%,0.0
PREDSOL,PREDNISOLONE,0.25%,0.0
CRONOLONE,TRIAMCINOLONE ACETONIDE,0.1%,0.0
MAXIDROL,"DEXAMETHASONE / NEOMYCINE SULFATE /
POLYMYXINE B SULFATE","0,1G/350000UI/6
00000UI/100G",0.0
FLUCON,FLUOROMETHOLONE,0.1%,0.0
OPTIF JAM,FLUOROMETHOLONE,0.1%,0.0
OPHTAPRED,PREDNISOLONE,0.5%,0.0
OPHTAMESONE,BETAMETHASONE SODIUM PHOSPHATE,1MG/ML,0.0
VEXOL,RIMEXOLONE,1%,0.0
OPTIPRED,"PREDNISOLONE (SOUS
FORME D'ACETATE)**",1%,0.0
DEXAFLOX,"DEXAMETHASONE /
OFLOXACINE",1MG/3MG/ML,0.0
DEXAFREE,"DEXAMETHASONE
PHOSPHATE SODIQUE",1MG/ML,0.0
CROPINE,ATROPINE,0.25%,0.0
ATROPINE - ALCON,ATROPINE,0.3%,0.0
"ATROPINE -
ALCON",ATROPINE,0.5%,0.0
APITROPIN,ATROPINE,0.5%,0.0
CROPINE,ATROPINE (SULFATE) EXPRIME EN ATROPINE,0.5%,0.0
"ATROPINE -
ALCON",ATROPINE,1%,0.0
APITROPIN,ATROPINE,1%,0.0
CROPINE,ATROPINE (SULFATE) EXPRIME EN ATROPINE,1%,0.0
SKIACOL,CYCLOPENTOLATE,0.5%,0.0
CICLOPLEGICEDOL,"CYCLOPENTOLATE
CHLORHYDRATE",( 10MG/ML)1 %,0.0
PENTOLATE,CYCLOPENTOLATE,0.5%,0.0
APIFRIN -10,PHENYLEPHRINE,10%,0.0
NEOSYNEPHRINE FAURE 10%,PHENYLEPHRINE CHLORHYDRATE,10%,0.0
MYDRIATICUM,TROPICAMIDE,0.5%,0.0
MYDRICOL,TROPICAMIDE,0.5%,0.0
INDOCOLLYRE,Indométacine,0.1%,0.0
XINAC,Diclofénac sodique,0.1%,0.0
DICLOGESIC,Diclofénac sodique,0.1%,0.0
VOLTARENE,Diclofénac sodique,0.1%,0.0
"FLUORESCEINE
SODIQUE FAURE",FLUORESCEINE,10%,0.0
CATACOL,"INOSINE
MONOPHOSPHATE DE",1MG/ML,0.0
CORRECTOL,"INOSINE
MONOPHOSPHATE DE",1MG/ML,0.0
KERATYL,NANDROLONE,1%,0.0
VITAMINE A FAURE,RETINOL,150 000UI,0.0
LACRINORM,CARBOMERE 980,0.2%,0.0
VISUDYNE,VERTEPORFINE,15MG,0.0
VELITEN,"ACIDE ASCORBIQUE /
VITAMINE E /RUTOSIDE","200MG / 50MG /
200MG",0.0
LENTICLEAN,"SODIUM CHLORURE
+TAMPON PH 7,4",0.9%,0.0
LIPOSIC,CARBOMERE 980,"0,2% (OU 2MG/G)",0.0
SICCAFLUID,CARBOMERE 974P,"2,5MG/G",0.0
HYFRESH,HYALURONATE DE SODIUM,"0,2% (OU
2MG/ML)",0.0
ARTELAC,HYPROMELLOSE,"3,20MG/ML",0.0
FLUIDABAK,POVIDONE,1.5%,0.0
LUCENTIS,RANIBIZUMAB,"10MG/ML
(2,3MG/0,23ML)",0.0
EYLEA,AFLIBERCEPT,40 MG/ML,0.0
OPTIF PLUS,FLUOROMETHOLONE / CROMOGLYCATE DE SODIUM,"1MG /
20MG**/ML",0.0
OTOFA,RIFAMYCINE SODIQUE,"2,6G/100ML",0.0
OTOCINE,CIPROFLOXACINE CHLORHYDRATE EXPRIME EN CIPROFLOXACINE,"2MG/ML (1MG/0,5ML)",0.0
OTOCROVIS,"FLUOCINOLONE
ACETONIDE /","0,025% / 0,35% /
1 000",0.0
POLYDEXA,"NEOMYCINE
SULFPAOTEL/YPMOYLXYIMNEYXINE","650.000UI/1000.0
00UI/0,100G/100",0.0
PANOTILE,/NEOMYCINE/ACETATE,"1000 000UI /1G/
0,1G / 4G",0.0
TANGANIL,ACETYL- DL- LEUCINE,500MG/5ML,0.0
TANGANIL,ACETYL- DL- LEUCINE,500MG,0.0
SERC,BETAHISTINE,8MG,0.0
MEVERC,BETAHISTINE,8MG,0.0
TANAKAN,EXTRAIT DE GINKO BILOBA TITRE A 24% D'HETEROSIDES DE GINKGO BILOBA ET 6% DE GINKOLIDES-BILOBALIDE,40MG/ML,0.0
GINKOBA,GINKGO BILOBA,40MG/ML,0.0
TANAKAN,"EXTRAIT DE GINKGO
STANDARDISE",40MG,0.0
BETAHISTINE NOVAGENERICS,"BETAHISTINE (SOUS FORME DE
DICHLORHYDRATE",24 MG,0.0
BETAHIST,BETAHISTINE CHLORHYDRATE,24MG,0.0
BETASERC,BETAHISTINE,24MG,0.0
LECTIL,"BETAHISTINE (SOUS
FORME DE",16MG,0.0
MEVERC,"BETAHISTINE (SOUS FORME DE
DICHLORHYDRATE)**",16MG,0.0
OSMOTOL,"RESORCINOL / EPHEDRINE
(CHLORHYDRATE)",0.10%,0.0
CERULYSE,XYLENE,5G/100G,0.0
OTIPAX,"PHENAZONE/CHLORHY
DRATE DE LIDOCAINE","4G/1G pour 100G
de solution",0.0
ORICALM,"PHENAZONE/CHLORHY
DRATE DE LIDOCAINE",4G/1G,0.0
ORILYSE,DOCUSATE DE SODIUM,"0,5 G/100 ML (
0,05G/10 ML)",0.0
FLUVERBIEN,FLUBENDAZOLE,100MG,0.0
FLUBENE,FLUBENDAZOLE,100MG,0.0
FLUVERMAL,FLUBENDAZOLE,100MG,0.0
OXYDAZOLE,FLUBENDAZOLE,100MG/5ML (2%),0.0
FLUMOX,FLUBENDAZOLE,100MG/5ML,0.0
FLUVERMAL,FLUBENDAZOLE,100MG/5ML,0.0
WORMAZOL,MEBENDAZOLE,100MG,0.0
VERMAZOL,MEBENDAZOLE,100MG,0.0
MEBEVIS,MEBENDAZOLE,20MG/ML,0.0
WORMAZOL,MEBENDAZOLE,100MG/5ML,0.0
HELMINTOX,PYRANTEL,125MG,0.0
COMBANTRIN,PYRANTEL,125MG,0.0
HELMINTOX,PYRANTEL,"125MG/2,5ML",0.0
COMBANTRIN,PYRANTEL,"125MG/2,5ML",0.0
HELMINTOX,PYRANTEL,250MG,0.0
VERTEN,ALBENDAZOLE,400 MG,0.0
OXYZOL,ALBENDAZOLE,400MG,0.0
NIVAQUINE,CHLOROQUINE,100MG,0.0
FALCI CARE,Artésunate,60 MG,0.0
GLUCANTIME,"ANTIMONIATE DE
MEGLUMINE","1,5G /5ML",0.0
FAGYX,TINIDAZOLE,500MG,0.0
FASIGYNE,TINIDAZOLE,500MG,0.0
BECLOJET,BECLOMETASONE,250µG/BOUFFEE,0.0
CLENIL 250,BECLOMETASONE DIPROPIONATE,250µG/BOUFFEE,0.0
BECLATE 250,BECLOMETASONE,250µG/BOUFFEE,0.0
NASABEC,BECLOMETASONE DIPROPIONATE MONOHYDRATE EXPRIME EN BECLOMETASONE DIPROPIONATE,50µG/DOSE,0.0
BECONASE,BECLOMETASONE,50µG/ Dose,0.0
TOTINAL,KETOTIFENE** (SOUS FORME DE FUMARATE),1MG,0.0
TIFEN,KETOTIFENE** (SOUS FORME DE FUMARATE),1MG,0.0
KETOF,KETOTIFENE** (SOUS FORME DE FUMARATE),1MG/5ML,0.0
TOTINAL,KETOTIFENE** (SOUS FORME DE FUMARATE),1MG/5ML,0.0
HASSALYSE,"KETOTIFENE** (SOUS
FORME DE FUMARATE)",1MG/5ML,0.0
TOTILAM,KETOTIFENE,1MG/5ML,0.0
ZADITEN,"KETOTIFENE** (SOUS
FORME DE FUMARATE)",1MG/5ML,0.0
TIFEN,KETOTIFENE,1MG/5ML,0.0
ALERFEN,KETOTIFENE,1MG/5ML,0.0
SALBUTAMOL,SALBUTAMOL,"0,5MG/ML",0.0
VENTOLINE,SALBUTAMOL,"0,5MG/ML",0.0
ASMADIL,SALBUTAMOL,2MG,0.0
VANTAMED,SALBUTAMOL,2MG,0.0
SALBUTAMOL,SALBUTAMOL,2MG,0.0
KOXMA,SALBUTAMOL** (SOUS FORME DE SULFATE),2MG/5ML,0.0
